Rk,year,TM,player,college,yrs,G,MP,PTS,TRB,AST,FG,3p%,FT,WS,ws48,BPM,VORP
57,2005,PHO,Marcin Gortat,,12,806,25.7,9.9,7.9,1.1,0.551,0.15,0.68,61.3,0.142,0.4,12.7
58,2005,TOR,Uroš Slokar,,1,20,3.6,1.9,0.7,0.1,0.538,0.5,0.692,0.1,0.042,-5.6,-0.1
59,2005,ATL,Cenk Akyol,,,,,,,,,,,,,,
60,2005,DET,Alex Acker,Pepperdine,2,30,7.8,2.7,1,0.5,0.37,0.32,0.5,-0.2,-0.043,-5.3,-0.2
1,2006,TOR,Andrea Bargnani,,10,550,28.7,14.3,4.6,1.2,0.439,0.354,0.824,18.9,0.057,-1.6,1.5
2,2006,CHI,LaMarcus Aldridge,Texas,14,1003,34.4,19.5,8.3,2,0.491,0.312,0.811,111.4,0.155,1.7,32.4
3,2006,CHA,Adam Morrison,Gonzaga,3,161,20.4,7.5,2.1,1.4,0.373,0.331,0.71,-1.4,-0.021,-5,-2.4
4,2006,POR,Tyrus Thomas,LSU,8,402,19.7,7.7,4.8,0.9,0.438,0.235,0.732,13,0.078,-1.2,1.7
5,2006,ATL,Shelden Williams,Duke,6,361,15.5,4.5,4.3,0.5,0.462,0.222,0.74,9.9,0.085,-3,-1.5
6,2006,MIN,Brandon Roy,Washington,6,326,35.5,18.8,4.3,4.7,0.459,0.348,0.8,37.4,0.155,3.6,16.3
7,2006,BOS,Randy Foye,Villanova,11,752,25.6,10.3,2.2,2.8,0.401,0.366,0.852,23.5,0.058,-1.2,3.8
8,2006,HOU,Rudy Gay,UConn,14,946,33.1,17.1,5.9,2.2,0.456,0.347,0.799,57,0.087,0.8,21.9
9,2006,GSW,Patrick O'Bryant,Bradley,4,90,5.8,2.1,1.4,0.3,0.494,0,0.583,0.5,0.046,-4.6,-0.3
10,2006,SEA,Mouhamed Sene,,3,47,5.5,2.2,1.6,0,0.427,,0.589,0.3,0.052,-5.1,-0.2
11,2006,ORL,J.J. Redick,Duke,14,896,25.9,13.1,2.1,2,0.448,0.416,0.891,63,0.13,0.8,16.3
12,2006,NOK,Hilton Armstrong,UConn,6,292,11.6,3,2.6,0.3,0.501,0.286,0.582,3.9,0.055,-4.1,-1.8
13,2006,PHI,Thabo Sefolosha,,14,869,21.9,5.7,3.7,1.4,0.449,0.349,0.732,39.3,0.099,0.6,12.4
14,2006,UTA,Ronnie Brewer,Arkansas,8,502,23,7.8,2.8,1.6,0.49,0.254,0.675,30.4,0.127,1.6,10.6
15,2006,NOK,Cedric Simmons,NC State,3,75,9.4,2.2,1.9,0.2,0.409,,0.39,0.1,0.005,-5,-0.5
16,2006,CHI,Rodney Carney,Memphis,5,299,15.4,5.9,2,0.4,0.422,0.338,0.704,6.2,0.064,-1.6,0.5
17,2006,IND,Shawne Williams,Memphis,7,314,17.1,5.6,3,0.7,0.403,0.339,0.755,6.7,0.06,-2.2,-0.3
18,2006,WAS,Oleksiy Pecherov,,3,111,9.4,3.9,2.4,0.2,0.386,0.29,0.793,0.5,0.025,-4.8,-0.7
19,2006,SAC,Quincy Douby,Rutgers University,3,143,10.7,4.1,1.1,0.7,0.389,0.312,0.884,0,0,-3.5,-0.6
20,2006,NYK,Renaldo Balkman,South Carolina,6,221,13.9,4,3.5,0.6,0.51,0.172,0.542,7.2,0.113,0.1,1.6
21,2006,PHO,Rajon Rondo,Kentucky,14,873,31,10.2,4.7,8.3,0.458,0.316,0.606,59.8,0.106,1.3,22.8
22,2006,NJN,Marcus Williams,UConn,4,203,15.2,5.6,1.8,2.8,0.386,0.321,0.767,0,-0.001,-3.3,-1
23,2006,NJN,Josh Boone,UConn,4,256,17.5,5.2,4.9,0.5,0.544,,0.445,9.1,0.097,-2,0
24,2006,MEM,Kyle Lowry,Villanova,14,914,31.6,14.7,4.3,6.2,0.423,0.366,0.809,94.1,0.156,3.2,38.2
25,2006,CLE,Shannon Brown,Michigan State,9,408,18,7.6,1.9,1.1,0.42,0.332,0.807,9.2,0.06,-1.5,1
26,2006,LAL,Jordan Farmar,UCLA,10,504,19.5,7.7,1.9,2.9,0.423,0.374,0.739,13.9,0.068,-0.5,3.7
27,2006,PHO,Sergio Rodríguez,,5,353,15,4.9,1.5,3.4,0.409,0.337,0.739,4.3,0.039,-2,0.1
28,2006,DAL,Maurice Ager,Michigan State,4,82,6.2,2.1,0.6,0.2,0.339,0.25,0.566,-0.9,-0.089,-9.4,-0.9
29,2006,NYK,Mardy Collins,Temple,4,189,14.7,3.9,1.8,1.7,0.38,0.299,0.599,-1.6,-0.027,-4.4,-1.7
30,2006,POR,Joel Freeland,,3,151,12.1,3.2,3.4,0.4,0.459,0,0.728,3.2,0.084,-3.3,-0.6
31,2006,POR,James White,Cincinnati,3,67,8.7,2.7,1,0.5,0.438,0.34,0.676,0.8,0.062,-3.2,-0.2
32,2006,HOU,Steve Novak,Marquette,11,467,12.1,4.7,1.3,0.3,0.437,0.43,0.877,14.5,0.123,0.8,4
33,2006,ATL,Solomon Jones,South Florida,8,281,11,3,2.3,0.4,0.467,0.111,0.717,5,0.078,-4,-1.6
34,2006,LAC,Paul Davis,Michigan State,4,82,8.6,2.6,1.9,0.4,0.402,0,0.732,0.5,0.035,-4.2,-0.4
35,2006,TOR,P.J. Tucker,Texas,9,654,29.3,7.3,5.8,1.4,0.421,0.361,0.748,34.1,0.085,-0.6,6.6
36,2006,MIN,Craig Smith,Boston College,6,403,16.9,7.6,3.9,0.8,0.553,0.037,0.661,16,0.113,-1.2,1.4
37,2006,MIN,Bobby Jones,Washington,2,91,9.5,3.2,1.6,0.5,0.442,0.306,0.685,1.1,0.06,-4.1,-0.5
38,2006,GSW,Kosta Perović,,1,7,5.4,1.4,1.9,0.1,0.3,,0.667,0,0.06,-5.9,0
39,2006,MIL,David Noel,UNC,1,68,11.6,2.7,1.8,1,0.367,0.321,0.86,0.4,0.024,-3.1,-0.2
40,2006,SEA,Denham Brown,UConn,,,,,,,,,,,,,
41,2006,ORL,James Augustine,Illinois,2,27,5.8,1.6,1.2,0.1,0.514,,0.5,0.3,0.101,-2.7,0
42,2006,CLE,Daniel Gibson,Texas,7,397,23.5,7.8,2,2,0.402,0.407,0.78,16,0.082,-1,2.4
43,2006,NOK,Marcus Vinicius,,2,26,6.6,1.9,0.7,0.3,0.457,0.421,0.556,0.2,0.056,-3,0
44,2006,ORL,Lior Eliyahu,,,,,,,,,,,,,,
45,2006,IND,Alexander Johnson,Florida State,2,102,12.8,4.3,2.7,0.3,0.517,,0.672,1.5,0.056,-4.6,-0.9
46,2006,UTA,Dee Brown,Illinois,2,68,10.5,2.1,1,1.8,0.34,0.25,0.643,0.1,0.008,-3,-0.2
47,2006,UTA,Paul Millsap,Louisiana Tech,14,996,29.1,14,7.3,2.3,0.49,0.343,0.737,91.7,0.152,2,29.1
48,2006,WAS,Vladimir Veremeenko,,,,,,,,,,,,,,
49,2006,DEN,Leon Powe,California,5,239,13.9,6.2,3.8,0.3,0.515,0,0.682,12,0.174,-1.6,0.3
50,2006,CHA,Ryan Hollins,UCLA,10,518,11.8,3.7,2.2,0.3,0.584,0,0.649,10.4,0.081,-4.1,-3.2
51,2006,LAL,Cheikh Samb,,2,22,5.2,1,1.4,0,0.25,0,0.444,-0.1,-0.056,-9.1,-0.2
52,2006,LAC,Guillermo Díaz,Miami (FL),1,6,3,0.8,0.3,0.2,0.25,0,0.6,0,0.033,-2.9,0
53,2006,SEA,Yotam Halperin,,,,,,,,,,,,,,
54,2006,NJN,Hassan Adams,Arizona,2,73,7.5,2.5,1.2,0.2,0.534,0,0.643,0.8,0.072,-2.3,0
55,2006,CLE,Ejike Ugboaja,,,,,,,,,,,,,,
56,2006,TOR,Edin Bavčić,,,,,,,,,,,,,,
57,2006,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,
58,2006,DAL,J.R. Pinnock,George Washington,,,,,,,,,,,,,
59,2006,SAS,Damir Markota,,1,30,5.7,1.7,1,0.2,0.365,0.375,0.636,-0.2,-0.07,-8.5,-0.3
60,2006,DET,Will Blalock,Iowa State,1,14,11.9,1.8,1.1,1.2,0.3,0.2,1,-0.1,-0.032,-5.8,-0.2
1,2007,POR,Greg Oden,Ohio State,3,105,19.3,8,6.2,0.5,0.574,,0.658,7.3,0.174,-0.4,0.8
2,2007,SEA,Kevin Durant,Texas,12,849,36.9,27,7.1,4.1,0.493,0.381,0.883,141.7,0.217,6.7,69
3,2007,ATL,Al Horford,Florida,13,853,32.6,13.9,8.3,3.3,0.52,0.364,0.754,91.1,0.157,2.8,33.7
4,2007,MEM,Mike Conley,Ohio State,13,835,32.4,14.9,3,5.6,0.439,0.375,0.819,73.9,0.131,2.3,29.5
5,2007,BOS,Jeff Green,Georgetown,12,908,29.5,13,4.4,1.6,0.442,0.334,0.805,42.3,0.076,-1.3,4.5
6,2007,MIL,Yi Jianlian,,5,272,22.2,7.9,4.9,0.7,0.404,0.333,0.78,3.1,0.025,-4.3,-3.5
7,2007,MIN,Corey Brewer,Florida,13,819,22.9,8.7,2.8,1.5,0.425,0.284,0.713,22.5,0.058,-1.6,2
8,2007,CHA,Brandan Wright,UNC,10,428,16.2,7,3.6,0.5,0.607,0,0.674,26.2,0.181,2.3,7.5
9,2007,CHI,Joakim Noah,Florida,13,672,27.7,8.8,9,2.8,0.491,0,0.7,61.9,0.159,2.5,20.9
10,2007,SAC,Spencer Hawes,Washington,10,684,22.7,8.7,5.7,1.9,0.457,0.35,0.716,22.6,0.07,-1.1,3.4
11,2007,ATL,Acie Law,Texas A&M,4,188,12.7,3.9,1,1.6,0.413,0.235,0.778,1.6,0.032,-3.9,-1.1
12,2007,PHI,Thaddeus Young,Georgia Tech,13,965,30.3,13.2,5.9,1.7,0.498,0.333,0.67,61.6,0.101,0.3,16.9
13,2007,NOK,Julian Wright,Kansas,4,231,13.2,3.9,2.3,0.8,0.499,0.262,0.584,3.9,0.061,-0.5,1.2
14,2007,LAC,Al Thornton,Florida State,4,296,28,11.9,4.2,1.2,0.452,0.293,0.747,6.1,0.035,-3.5,-3.2
15,2007,DET,Rodney Stuckey,Eastern Washington,10,651,27.5,12.6,2.9,3.6,0.423,0.3,0.824,28.7,0.077,-0.9,4.9
16,2007,WAS,Nick Young,USC,12,720,22.8,11.4,2,1,0.418,0.376,0.836,18.6,0.054,-2.2,-0.8
17,2007,NJN,Sean Williams,Boston College,4,137,14.4,4.2,3.4,0.3,0.511,0,0.624,3,0.073,-3.1,-0.6
18,2007,GSW,Marco Belinelli,,13,860,22.7,9.7,2.1,1.7,0.424,0.376,0.846,30.5,0.075,-1.3,3.3
19,2007,LAL,Javaris Crittenton,Georgia Tech,2,113,16.4,5.3,2.4,1.8,0.442,0.231,0.638,0.1,0.002,-4.2,-1
20,2007,MIA,Jason Smith,Colorado State,11,616,16.3,6.1,3.4,0.7,0.468,0.333,0.783,14.1,0.067,-2.9,-2.4
21,2007,PHI,Daequan Cook,Ohio State,6,328,18.3,6.4,2.1,0.7,0.369,0.359,0.813,4.9,0.039,-2.7,-1.1
22,2007,CHA,Jared Dudley,Boston College,13,892,22.5,7.4,3.2,1.6,0.464,0.393,0.732,42.9,0.103,0.2,11.1
23,2007,NYK,Wilson Chandler,DePaul,12,676,30,12.5,5.3,1.8,0.443,0.341,0.77,29,0.069,-1.3,3.5
24,2007,PHO,Rudy Fernández,,4,249,24,9.1,2.4,2.2,0.399,0.36,0.84,14.2,0.114,1.7,5.6
25,2007,UTA,Morris Almond,Rice University,3,38,9.5,3.1,1.2,0.3,0.381,0.292,0.743,0,0.005,-6.1,-0.4
26,2007,HOU,Aaron Brooks,Oregon,10,645,20.8,9.7,1.7,3,0.413,0.37,0.837,19.2,0.069,-1.2,2.7
27,2007,DET,Arron Afflalo,UCLA,11,762,27.3,10.8,2.9,1.8,0.45,0.386,0.825,33.5,0.077,-1.5,2.4
28,2007,SAS,Tiago Splitter,,7,355,19.2,7.9,5,1.2,0.555,0.143,0.697,25.3,0.178,1.1,5.4
29,2007,PHO,Alando Tucker,Wisconsin,3,51,8.4,4.1,1,0.3,0.423,0.294,0.783,0.4,0.045,-4.5,-0.3
30,2007,PHI,Petteri Koponen,,,,,,,,,,,,,,
31,2007,SEA,Carl Landry,Purdue,9,513,22.5,10.8,4.9,0.7,0.535,0.3,0.785,35.9,0.149,-0.3,5
32,2007,BOS,Gabe Pruitt,USC,2,62,7.4,2,0.8,0.8,0.321,0.283,0.783,0.4,0.043,-2.8,-0.1
33,2007,SAS,Marcus Williams,Arizona,2,13,3,1.1,0.9,0.2,0.318,,,-0.1,-0.084,-5.4,0
34,2007,DAL,Nick Fazekas,Nevada,1,26,10.3,4.1,3.4,0.4,0.561,0,0.682,0.8,0.148,0.5,0.2
35,2007,SEA,Glen Davis,LSU,8,514,21.1,8,4.4,0.9,0.447,0.182,0.7,18.6,0.082,-2.6,-1.7
36,2007,GSW,Jermareo Davidson,Alabama,2,52,8.3,3.1,1.8,0.3,0.425,,0.578,0,0,-5.2,-0.3
37,2007,POR,Josh McRoberts,Duke,11,433,19.1,5.4,3.9,2.1,0.463,0.34,0.705,18.5,0.107,0.3,4.7
38,2007,PHI,Kyrylo Fesenko,,5,135,8.2,2.3,2,0.3,0.496,0,0.41,0.9,0.038,-5.7,-1.1
39,2007,MIA,Stanko Barać,,,,,,,,,,,,,,
40,2007,LAL,Sun Yue,,1,10,2.8,0.6,0,0.2,0.273,0,,-0.1,-0.226,-19.4,-0.1
41,2007,MIN,Chris Richard,Florida,2,70,11.1,1.9,2.8,0.4,0.483,,0.605,0.7,0.045,-5.7,-0.7
42,2007,POR,Derrick Byars,Vanderbilt,1,2,18.5,5,5.5,0.5,0.273,0,1,0.1,0.147,-4.7,0
43,2007,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,
44,2007,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,
45,2007,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,
46,2007,GSW,Stéphane Lasme,UMass,1,16,18.9,5.2,3.3,0.2,0.451,,0.594,0.3,0.041,-4.4,-0.2
47,2007,WAS,Dominic McGuire,Fresno State,6,342,15.6,2.7,3.4,1.2,0.419,0.188,0.658,4.1,0.037,-2.1,-0.1
48,2007,LAL,Marc Gasol,,12,839,33,14.6,7.6,3.4,0.481,0.354,0.777,82.5,0.143,3.1,35.5
49,2007,CHI,Aaron Gray,Pitt,7,318,12.1,3.4,3.7,0.7,0.509,0,0.562,6.2,0.077,-3.6,-1.5
50,2007,DAL,Renaldas Seibutis,,,,,,,,,,,,,,
51,2007,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,0,0,,,,0,,,0
52,2007,POR,Taurean Green,Florida,1,17,4.4,1.6,0.6,0.6,0.28,0.182,0.917,-0.1,-0.066,-7.5,-0.1
53,2007,POR,Demetris Nichols,Syracuse,2,18,3.2,1.2,0.4,0.1,0.281,0.2,0.5,-0.2,-0.203,-10.3,-0.1
54,2007,HOU,Brad Newley,,,,,,,,,,,,,,
55,2007,UTA,Herbert Hill,Providence,,,,,,,,,,,,,
56,2007,MIL,Ramon Sessions,Nevada,11,691,23.3,10.3,2.7,4.1,0.434,0.316,0.791,28.8,0.086,-0.7,5.2
57,2007,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,
58,2007,SAS,Georgios Printezis,,,,,,,,,,,,,,
59,2007,PHO,D.J. Strawberry,Maryland,1,33,8.2,2.2,0.8,0.9,0.315,0.24,0.474,-0.2,-0.031,-5.6,-0.2
60,2007,DAL,Milovan Raković,,,,,,,,,,,,,,
1,2008,CHI,Derrick Rose,Memphis,11,596,32.6,18.8,3.4,5.6,0.456,0.304,0.827,39.7,0.098,1.3,16.5
2,2008,MIA,Michael Beasley,Kansas State,11,609,22.8,12.4,4.7,1.3,0.465,0.349,0.759,15.6,0.054,-1.7,0.9
3,2008,MIN,O.J. Mayo,USC,8,547,30.9,13.8,3.1,2.9,0.429,0.373,0.82,21.8,0.062,-0.9,4.7
4,2008,SEA,Russell Westbrook,UCLA,12,878,34.6,23.2,7.1,8.3,0.437,0.305,0.799,101.1,0.16,4.8,52.1
5,2008,MEM,Kevin Love,UCLA,12,713,32,18.2,11.1,2.4,0.442,0.37,0.828,82,0.173,3.4,31
6,2008,NYK,Danilo Gallinari,,11,611,30.9,16.2,4.9,2,0.427,0.38,0.873,56.7,0.144,2,19.1
7,2008,LAC,Eric Gordon,Indiana,12,665,32.8,16.6,2.5,2.9,0.425,0.37,0.811,34.1,0.075,-0.4,8.6
8,2008,MIL,Joe Alexander,West Virginia,2,67,11.1,4.2,1.8,0.7,0.41,0.34,0.698,0.5,0.03,-3.6,-0.3
9,2008,CHA,D.J. Augustin,Texas,12,864,24.1,9.9,1.9,4,0.412,0.379,0.865,44.8,0.103,-0.5,8
10,2008,NJN,Brook Lopez,Stanford,12,785,30.6,16.8,6.4,1.5,0.494,0.341,0.793,65.6,0.131,1.4,20.7
11,2008,IND,Jerryd Bayless,Arizona,11,586,21.3,8.4,2.1,2.9,0.411,0.361,0.818,18.6,0.072,-1.6,1.1
12,2008,SAC,Jason Thompson,Rider University,8,588,25.2,8.9,6.6,1.1,0.496,0.143,0.657,23.8,0.077,-2.6,-2.4
13,2008,POR,Brandon Rush,Kansas,9,481,22,6.8,2.9,1,0.426,0.402,0.706,11.2,0.051,-1.4,1.6
14,2008,GSW,Anthony Randolph,LSU,6,252,15.2,7.1,4.3,0.7,0.453,0.241,0.74,5.8,0.072,-1.6,0.4
15,2008,PHO,Robin Lopez,Stanford,12,832,22.4,8.8,5.1,0.8,0.529,0.295,0.749,44.5,0.115,-1,4.6
16,2008,PHI,Marreese Speights,Florida,10,705,15.1,7.9,4.1,0.7,0.459,0.356,0.797,25.8,0.116,-2.2,-0.6
17,2008,TOR,Roy Hibbert,Georgetown,9,662,24.8,10,6.3,1.3,0.465,0.25,0.755,35.9,0.105,-1.1,3.5
18,2008,WAS,JaVale McGee,Nevada,12,701,17.3,7.9,5.1,0.4,0.575,0.152,0.592,36.6,0.145,0.2,6.6
19,2008,CLE,J.J. Hickson,NC State,8,534,22.3,9.5,6.8,0.8,0.505,0,0.617,21.9,0.088,-1.8,0.5
20,2008,CHA,Alexis Ajinça,,7,293,13.3,5.3,3.9,0.5,0.503,0.286,0.797,7.5,0.093,-2.8,-0.8
21,2008,NJN,Ryan Anderson,California,12,649,25.8,12.3,5.3,0.9,0.422,0.38,0.854,46.7,0.134,1,12.8
22,2008,ORL,Courtney Lee,Western Kentucky,12,811,27.1,9.6,2.6,1.7,0.451,0.388,0.853,39.3,0.086,-0.6,7.9
23,2008,UTA,Kosta Koufos,Ohio State,11,686,16.4,5.7,5,0.5,0.534,0,0.582,28.3,0.12,-1.3,2
24,2008,SEA,Serge Ibaka,,11,808,28.6,12.6,7.4,0.8,0.514,0.36,0.758,67.8,0.141,0.5,14.9
25,2008,HOU,Nicolas Batum,,12,789,31.3,11.6,5.2,3.8,0.434,0.357,0.841,54.7,0.106,1.6,22.6
26,2008,SAS,George Hill,IUPUI,12,785,27.7,11.1,3.1,3.2,0.457,0.384,0.803,65.4,0.144,1.5,19
27,2008,NOH,Darrell Arthur,Kansas,9,503,17.8,6.5,3.5,0.8,0.444,0.352,0.765,12.3,0.066,-2.2,-0.4
28,2008,MEM,Donté Greene,Syracuse,4,253,16.8,6.1,2.4,0.7,0.406,0.304,0.701,1.5,0.017,-2.8,-0.9
29,2008,DET,D.J. White,Indiana,6,138,15.3,5.9,3.2,0.6,0.507,0.333,0.72,3.8,0.087,-2.1,0
30,2008,BOS,J.R. Giddens,New Mexico,2,38,6.5,1.9,1.4,0.3,0.476,0,0.565,0.1,0.027,-4.3,-0.1
31,2008,MIN,Nikola Peković,,6,271,24.9,12.6,6.7,0.7,0.518,,0.76,18.8,0.134,-0.7,2.2
32,2008,SEA,Walter Sharpe,University of Alabama at Birmingham,1,8,2.5,1,0.4,0,0.364,0,0,-0.1,-0.131,-10.1,0
33,2008,POR,Joey Dorsey,Memphis,4,130,11.4,2.6,3.9,0.4,0.534,0,0.375,2.9,0.092,-2.7,-0.3
34,2008,MIN,Mario Chalmers,Kansas,9,646,26.7,8.9,2.5,3.7,0.417,0.351,0.793,32.3,0.09,-0.6,5.9
35,2008,LAC,DeAndre Jordan,Texas A&M,12,875,27.8,9.5,10.8,0.9,0.669,0.091,0.474,88.6,0.175,1.4,20.9
36,2008,POR,Ömer Aşık,,8,471,19.6,5.3,7.1,0.6,0.528,0,0.551,20.9,0.109,-1.9,0.1
37,2008,MIL,Luc Mbah a Moute,UCLA,12,689,23.3,6.4,4.1,0.9,0.454,0.334,0.659,26,0.078,-1.5,2
38,2008,CHA,Kyle Weaver,Washington State,3,73,18.9,5,2.2,1.6,0.441,0.353,0.736,1.5,0.051,-1.1,0.3
39,2008,CHI,Sonny Weems,Arkansas,4,183,18.2,6.5,2.2,1.4,0.465,0.283,0.702,0,0.001,-4.2,-1.8
40,2008,NJN,Chris Douglas-Roberts,Memphis,6,222,19.7,7.1,2.1,1.1,0.439,0.329,0.831,5.4,0.059,-2.2,-0.2
41,2008,IND,Nathan Jawai,,2,45,9.6,2.8,2.4,0.5,0.435,0,0.684,0.2,0.02,-4.4,-0.3
42,2008,SAC,Sean Singletary,Virginia,1,37,8.2,2.4,0.9,0.8,0.365,0.4,0.857,0,0.006,-5.1,-0.2
43,2008,SAC,Patrick Ewing,Georgetown,1,7,2.7,0.4,0.3,0.3,0,0,0.75,-0.1,-0.158,-9.1,0
44,2008,UTA,Ante Tomić,,,,,,,,,,,,,,
45,2008,SAS,Goran Dragić,,12,817,28,13.9,3.1,4.8,0.464,0.363,0.764,54.6,0.114,0.9,16.5
46,2008,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,
47,2008,WAS,Henry Walker,Kansas State,5,181,16.7,6,2.2,0.8,0.446,0.369,0.76,5,0.079,-1.8,0.2
48,2008,PHO,Malik Hairston,Oregon,2,62,7.6,2.4,1.2,0.5,0.512,0.167,0.514,0.8,0.086,-2,0
49,2008,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,
50,2008,SEA,DeVon Hardin,California,,,,,,,,,,,,,
51,2008,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,
52,2008,MIA,Darnell Jackson,Kansas,3,138,7.5,2.2,1.5,0.2,0.449,0.235,0.644,1.3,0.059,-5.2,-0.8
53,2008,UTA,Tadija Dragićević,,,,,,,,,,,,,,
54,2008,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,
55,2008,POR,Mike Taylor,Iowa State,1,51,15.1,5.7,1.7,2.1,0.412,0.325,0.691,-0.4,-0.028,-5.2,-0.6
56,2008,SEA,Sasha Kaun,Kansas,1,25,3.8,0.9,1,0.1,0.529,,0.455,0.2,0.096,-2.8,0
57,2008,SAS,James Gist,Maryland,,,,,,,,,,,,,
58,2008,LAL,Joe Crawford,Kentucky,1,2,11.5,4.5,2,0.5,0.3,0.25,1,0,0.037,-2.7,0
59,2008,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,
60,2008,BOS,Semih Erden,,2,69,13.4,3.8,2.8,0.4,0.546,,0.594,1.8,0.094,-3.6,-0.4
1,2009,LAC,Blake Griffin,Oklahoma,10,622,34.8,21.7,8.8,4.4,0.498,0.333,0.694,75.2,0.167,3.8,31.9
2,2009,MEM,Hasheem Thabeet,UConn,5,224,10.5,2.2,2.7,0.1,0.567,,0.578,4.8,0.099,-2.7,-0.4
3,2009,OKC,James Harden,Arizona State,11,833,34.3,25.2,5.3,6.3,0.443,0.363,0.858,135,0.227,7,64.6
4,2009,SAC,Tyreke Evans,Memphis,10,594,30.7,15.7,4.6,4.8,0.44,0.323,0.757,28.4,0.075,0.8,13.1
5,2009,MIN,Ricky Rubio,,9,563,30.9,11.3,4.3,7.8,0.391,0.328,0.841,37.2,0.103,0.9,12.9
6,2009,MIN,Jonny Flynn,Syracuse,3,163,22.9,9.2,1.9,3.9,0.4,0.338,0.809,-1.1,-0.015,-4,-1.9
7,2009,GSW,Stephen Curry,Davidson,11,699,34.3,23.5,4.5,6.6,0.476,0.435,0.906,103.2,0.207,6.4,50.7
8,2009,NYK,Jordan Hill,Arizona,8,409,18.8,7.9,5.8,0.8,0.497,0.136,0.699,16.4,0.102,-2,0
9,2009,TOR,DeMar DeRozan,USC,11,820,34.1,20,4.4,3.6,0.458,0.282,0.829,67.5,0.116,0.4,16.9
10,2009,MIL,Brandon Jennings,,9,555,30.3,14.1,3,5.7,0.387,0.345,0.796,29.9,0.085,0.8,11.8
11,2009,NJN,Terrence Williams,Louisville,4,153,19.1,7.1,3.6,2.4,0.412,0.317,0.659,-0.2,-0.004,-2.8,-0.6
12,2009,CHA,Gerald Henderson,Duke,8,535,25.9,11.2,3.2,1.9,0.44,0.327,0.793,18.3,0.063,-1.8,0.6
13,2009,IND,Tyler Hansbrough,UNC,7,428,16.9,6.7,4.2,0.4,0.439,0.136,0.738,20.2,0.134,-2,0
14,2009,PHO,Earl Clark,Louisville,6,261,13.9,4.4,3,0.5,0.403,0.328,0.664,2.9,0.038,-2.8,-0.8
15,2009,DET,Austin Daye,Gonzaga,6,293,14.1,5.2,2.6,0.7,0.402,0.351,0.778,4.5,0.053,-2,0
16,2009,CHI,James Johnson,Wake Forest,11,634,20.6,8,3.6,2.1,0.477,0.31,0.693,24.6,0.09,0.8,9.3
17,2009,PHI,Jrue Holiday,UCLA,11,713,33.2,15.9,3.9,6.4,0.453,0.354,0.777,43,0.087,1.2,19.1
18,2009,MIN,Ty Lawson,UNC,8,551,29.2,12.7,2.7,6,0.46,0.359,0.77,42.1,0.126,1.4,13.6
19,2009,ATL,Jeff Teague,Wake Forest,11,771,27.5,12.6,2.5,5.8,0.445,0.356,0.844,50.8,0.115,0.7,14.4
20,2009,UTA,Eric Maynor,Virginia Commonwealth,5,267,14.6,4.3,1.3,2.8,0.392,0.35,0.721,3.3,0.041,-2.9,-0.8
21,2009,NOH,Darren Collison,UCLA,10,708,29.4,12.5,2.7,5,0.471,0.394,0.853,49.9,0.115,0.6,13.5
22,2009,POR,Victor Claver,,3,80,13.4,3.2,2.2,0.7,0.398,0.293,0.585,0.2,0.011,-3.6,-0.4
23,2009,SAC,Omri Casspi,,10,588,20.3,7.9,4,1.1,0.454,0.368,0.678,19.6,0.078,-0.8,3.5
24,2009,DAL,Byron Mullens,Ohio State,5,189,18.2,7.4,4.2,0.8,0.408,0.319,0.706,0.6,0.008,-4,-1.8
25,2009,OKC,Rodrigue Beaubois,,4,182,15.9,7.1,1.9,2.1,0.439,0.325,0.81,4.8,0.079,-0.1,1.4
26,2009,CHI,Taj Gibson,USC,11,799,25.1,9.5,6.3,1,0.515,0.22,0.709,52.4,0.125,-0.8,6.4
27,2009,MEM,DeMarre Carroll,Missouri,11,578,23.7,8.9,4.2,1.3,0.43,0.358,0.741,29.5,0.104,0,6.7
28,2009,MIN,Wayne Ellington,UNC,11,681,21,8,2.2,1.1,0.408,0.378,0.846,18.2,0.061,-1.6,1.6
29,2009,LAL,Toney Douglas,Florida State,8,394,19.1,7.6,2.2,2.3,0.404,0.354,0.824,12.1,0.077,-0.8,2.2
30,2009,CLE,Christian Eyenga,,2,51,20.6,6.3,2.7,0.8,0.411,0.277,0.611,-0.4,-0.02,-4.2,-0.6
31,2009,SAC,Jeff Ayres,Arizona State,6,237,9.8,2.9,2.7,0.4,0.553,0.4,0.776,6.3,0.131,-2.3,-0.2
32,2009,WAS,Jermaine Taylor,Central Florida,2,65,12.1,5.4,1.7,0.7,0.441,0.284,0.73,0.2,0.014,-3.7,-0.3
33,2009,POR,Dante Cunningham,Villanova,10,715,20.8,5.8,3.7,0.7,0.469,0.345,0.649,24.9,0.08,-1.7,1.1
