Rk,year,TM,player,college,yrs,G,MP,PTS,TRB,AST,FG,3p%,FT,WS,ws48,BPM,VORP
9,2002,PHO,Amar'e Stoudemire,,14,846,31,18.9,7.8,1.2,0.537,0.236,0.761,92.5,0.169,1.3,22
10,2002,MIA,Caron Butler,UConn,14,881,32.2,14.1,5,2.3,0.434,0.348,0.847,50.9,0.086,-0.2,12.6
11,2002,WAS,Jared Jeffries,Indiana,11,629,21.6,4.8,4.1,1.3,0.426,0.25,0.583,13.1,0.046,-2.4,-1.5
12,2002,LAC,Melvin Ely,Fresno State,9,375,16,5.3,3.2,0.7,0.46,0,0.625,4,0.032,-4,-3.1
13,2002,MIL,Marcus Haislip,Tennessee,4,89,9.6,3.5,1.5,0.2,0.437,0.35,0.659,0.5,0.026,-4.7,-0.6
14,2002,IND,Fred Jones,Oregon,7,430,24,7.5,2.2,2.3,0.411,0.353,0.809,16.5,0.077,-1,2.6
15,2002,HOU,Boštjan Nachbar,,6,317,17.8,7.1,2.6,0.9,0.406,0.375,0.784,8.7,0.074,-1.6,0.6
16,2002,PHI,Jiří Welsch,,4,247,18.6,6.1,2.4,1.5,0.403,0.343,0.752,5.7,0.059,-1.9,0.1
17,2002,WAS,Juan Dixon,Maryland,7,436,19.5,8.4,1.9,1.8,0.413,0.341,0.833,6.1,0.034,-2.1,-0.3
18,2002,ORL,Curtis Borchardt,Stanford,2,83,13.5,3.1,3.3,0.8,0.421,0,0.742,1,0.041,-3.8,-0.5
19,2002,UTA,Ryan Humphrey,Notre Dame,3,85,9.1,2.3,2.2,0.2,0.344,0,0.539,-0.4,-0.027,-8.1,-1.2
20,2002,TOR,Kareem Rush,Missouri,7,346,17.2,6.4,1.7,1,0.4,0.358,0.703,1.7,0.013,-3.2,-1.8
21,2002,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,12.3,4.1,2.3,0.6,0.452,0.357,0.603,1.4,0.032,-2.7,-0.4
22,2002,PHO,Casey Jacobsen,Stanford,4,287,18.5,5.2,1.8,1.1,0.393,0.352,0.769,6.2,0.056,-2.2,-0.3
23,2002,DET,Tayshaun Prince,Kentucky,14,1017,31,11.1,4.3,2.4,0.455,0.367,0.756,63.1,0.096,0.3,18
24,2002,NJN,Nenad Krstić,,7,419,25.2,10,5.4,0.8,0.494,0.143,0.73,21.5,0.098,-2.6,-1.5
25,2002,DEN,Frank Williams,Illinois,3,86,11.1,2.9,0.9,1.9,0.352,0.3,0.833,0.1,0.003,-3.2,-0.3
26,2002,SAS,John Salmons,Miami (FL),13,895,26.4,9.3,2.9,2.4,0.431,0.366,0.799,33.9,0.069,-0.9,6.7
27,2002,LAL,Chris Jefferies,Fresno State,2,72,12,3.9,1.2,0.4,0.383,0.365,0.667,-0.5,-0.03,-5.5,-0.8
28,2002,SAC,Dan Dickau,Gonzaga,6,300,15.4,5.8,1.4,2.5,0.401,0.341,0.831,5.9,0.061,-1.5,0.6
30,2002,GSW,Steve Logan,Cincinnati,,,,,,,,,,,,,
31,2002,CHI,Roger Mason,Virginia,10,518,17.7,6.3,1.7,1.3,0.408,0.383,0.866,13,0.068,-1.4,1.4
32,2002,MEM,Robert Archibald,Illinois,2,44,7.5,1.2,1.6,0.4,0.283,,0.429,0,-0.004,-6.1,-0.3
33,2002,DEN,Vincent Yarbrough,Tennessee,1,59,23.4,6.9,2.7,2.2,0.393,0.269,0.79,1,0.035,-2.4,-0.1
34,2002,MIL,Dan Gadzuric,UCLA,10,527,14.8,4.7,4.4,0.4,0.5,0,0.498,15.8,0.097,-2.3,-0.7
35,2002,CLE,Carlos Boozer,Duke,13,861,31.2,16.2,9.5,2.2,0.521,0.071,0.722,80.3,0.143,1.4,23.1
36,2002,NYK,Milos Vujanic,,,,,,,,,,,,,,
37,2002,ATL,David Andersen,,2,103,12.3,4.9,2.8,0.6,0.44,0.347,0.674,1.5,0.059,-2.9,-0.3
38,2002,HOU,Tito Maddox,Fresno State,1,9,3.9,1.2,0.8,0.6,0.25,0,0.625,0,-0.011,-1.4,0
39,2002,WAS,Rod Grizzard,Alabama,,,,,,,,,,,,,
40,2002,WAS,Juan Carlos Navarro,,1,82,25.8,10.9,2.6,2.2,0.402,0.361,0.849,1.4,0.031,-2.3,-0.2
41,2002,LAC,Mario Kasun,,2,73,7.8,2.7,2.6,0.2,0.467,0,0.636,0.8,0.069,-7,-0.7
42,2002,MIL,Ronald Murray,Shaw,8,487,22.7,9.9,2.1,2.3,0.414,0.304,0.725,8.5,0.037,-2.2,-0.5
43,2002,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,
44,2002,CHI,Lonny Baxter,Maryland,4,162,11.6,3.9,2.9,0.2,0.466,0.2,0.657,2.9,0.075,-4.6,-1.2
45,2002,PHI,Sam Clancy,USC,,,,,,,,,,,,,
46,2002,MEM,Matt Barnes,UCLA,14,929,23.6,8.2,4.6,1.8,0.436,0.335,0.745,42.8,0.093,-0.1,10.7
47,2002,UTA,Jamal Sampson,California,5,72,8.8,2,3.4,0.4,0.491,0,0.537,1.4,0.106,-2.3,-0.1
48,2002,MIL,Chris Owens,Texas,1,1,6,4,1,0,0.667,,,0,-0.032,-0.5,0
49,2002,SEA,Peter Fehse,,,,,,,,,,,,,,
50,2002,BOS,Darius Songaila,Wake Forest,8,495,18.6,6.9,3.4,1.2,0.499,0.158,0.844,15.9,0.083,-2.1,-0.2
51,2002,POR,Federico Kammerichs,,,,,,,,,,,,,,
52,2002,MIN,Marcus Taylor,Michigan State,,,,,,,,,,,,,
53,2002,MIA,Rasual Butler,La Salle,13,809,21.3,7.5,2.4,0.8,0.403,0.362,0.747,20.8,0.058,-1.4,2.6
54,2002,NJN,Tamar Slay,Marshall,3,66,7.8,2.6,1.1,0.5,0.361,0.265,0.538,-0.3,-0.029,-5.7,-0.5
55,2002,DAL,Mladen Sekularac,,,,,,,,,,,,,,
56,2002,SAS,Luis Scola,,10,743,25.6,12,6.7,1.6,0.493,0.339,0.74,45.7,0.115,-0.7,6.4
57,2002,SAS,Randy Holcomb,San Diego State,1,4,2.8,0.5,0.3,0,1,,,0,0.15,-1.7,0
58,2002,SAC,Corsley Edwards,Central Connecticut State University,1,10,11,2.7,2.5,0.3,0.323,,0.583,0.1,0.026,-6.2,-0.1
1,2003,CLE,LeBron James,,17,1265,38.4,27.1,7.4,7.4,0.504,0.344,0.734,236.4,0.234,8.9,133.7
2,2003,DET,Darko Miličić,,10,468,18.5,6,4.2,0.9,0.46,0,0.574,7.1,0.04,-2.4,-0.9
3,2003,DEN,Carmelo Anthony,Syracuse,17,1122,35.7,23.6,6.5,2.9,0.448,0.349,0.812,102.3,0.123,1.5,35.6
4,2003,TOR,Chris Bosh,Georgia Tech,13,893,35.8,19.2,8.5,2,0.494,0.335,0.799,106,0.159,1.9,31.1
5,2003,MIA,Dwyane Wade,Marquette,16,1054,33.9,22,4.7,5.4,0.48,0.293,0.765,120.7,0.162,5,62.8
6,2003,LAC,Chris Kaman,Central Michigan University,13,735,26.7,11.2,7.6,1.3,0.489,0.042,0.743,24.6,0.06,-1.9,0.4
7,2003,CHI,Kirk Hinrich,Kansas,13,879,30.7,10.9,2.9,4.8,0.411,0.375,0.8,52.5,0.093,0,13.3
8,2003,MIL,T.J. Ford,Texas,8,429,27.7,11.2,3.1,5.8,0.433,0.289,0.815,16.9,0.068,-0.4,4.6
9,2003,NYK,Mike Sweetney,Georgetown,4,233,15.5,6.5,4.5,0.6,0.485,0,0.689,7.8,0.103,-2.7,-0.6
10,2003,WAS,Jarvis Hayes,Georgia,7,427,23.2,8.3,3.1,1.1,0.415,0.356,0.798,10.2,0.049,-2.5,-1.3
11,2003,GSW,Mickaël Piétrus,,10,557,21.5,8.3,3.1,0.8,0.425,0.355,0.665,19.7,0.079,-0.9,3.2
12,2003,SEA,Nick Collison,Kansas,14,910,20.4,5.9,5.2,1,0.534,0.208,0.723,44.5,0.115,-1.3,3.1
13,2003,MEM,Marcus Banks,UNLV,8,348,16,5.9,1.5,2.1,0.432,0.327,0.768,6.6,0.057,-2,-0.1
14,2003,SEA,Luke Ridnour,Oregon,12,830,26.1,9.3,2.3,4.5,0.431,0.349,0.862,36,0.08,-0.6,7.5
15,2003,ORL,Reece Gaines,Louisville,3,71,8.5,1.7,0.7,0.7,0.324,0.269,0.606,-0.6,-0.049,-6.1,-0.6
16,2003,BOS,Troy Bell,Boston College,1,6,5.7,1.8,0.7,0.7,0.222,0,1,-0.2,-0.326,-19.6,-0.2
17,2003,PHO,Žarko Čabarkapa,,3,150,10.3,4.3,2.1,0.6,0.427,0.273,0.733,1.1,0.035,-3.9,-0.7
18,2003,NOH,David West,Xavier,15,1034,28.2,13.6,6.4,2.2,0.495,0.265,0.817,85.9,0.141,1.7,27.6
19,2003,UTA,Sasha Pavlović,,10,567,15.7,4.9,1.8,0.9,0.404,0.346,0.673,7,0.038,-3.4,-3.1
20,2003,BOS,Dahntay Jones,Duke,13,624,15.7,5.4,1.7,0.8,0.439,0.329,0.751,9.9,0.048,-3.7,-4.1
21,2003,ATL,Boris Diaw,,14,1064,27,8.6,4.4,3.5,0.493,0.336,0.717,51.6,0.086,0.1,15.5
22,2003,NJN,Zoran Planinić,,3,148,10.7,3.8,1.3,1.1,0.405,0.289,0.677,1.5,0.046,-3.5,-0.6
23,2003,POR,Travis Outlaw,,11,622,20.9,8.5,3.2,0.8,0.423,0.337,0.744,16.5,0.061,-1.4,2.1
24,2003,LAL,Brian Cook,Illinois,9,421,13.4,5.5,2.6,0.6,0.439,0.382,0.783,10.2,0.086,-1.6,0.5
25,2003,DET,Carlos Delfino,,8,507,22.8,8.1,3.6,1.7,0.401,0.365,0.758,22.5,0.093,0.5,7.2
26,2003,MIN,Ndudi Ebi,,2,19,4.5,2.1,1,0.2,0.486,0,0.462,0.1,0.051,-3.8,0
27,2003,MEM,Kendrick Perkins,,14,782,21.9,5.4,5.8,1,0.53,0,0.594,27.9,0.078,-1.9,0.6
28,2003,SAS,Leandro Barbosa,,14,850,21.6,10.6,2,2.1,0.459,0.387,0.821,37.4,0.098,-0.2,8.6
29,2003,DAL,Josh Howard,Wake Forest,10,507,30.3,14.3,5.7,1.6,0.448,0.332,0.77,38,0.119,0.6,10
30,2003,NYK,Maciej Lampe,,3,64,9.9,3.4,2.2,0.3,0.407,0.25,0.676,-0.2,-0.014,-7,-0.8
31,2003,CLE,Jason Kapono,UCLA,9,509,17.8,6.7,1.7,0.8,0.442,0.434,0.835,10.3,0.055,-2.6,-1.3
32,2003,LAL,Luke Walton,Arizona,10,564,17.2,4.7,2.8,2.3,0.429,0.326,0.715,13.5,0.067,-1,2.5
33,2003,MIA,Jerome Beasley,University of North Dakota,1,2,2.5,1,0.5,0,0.333,,,0,-0.117,-5.2,0
34,2003,LAC,Sofoklis Schortsanitis,,,,,,,,,,,,,,
35,2003,MIL,Szymon Szewczyk,,,,,,,,,,,,,,
36,2003,CHI,Mario Austin,Mississippi State,,,,,,,,,,,,,
37,2003,ATL,Travis Hansen,BYU,1,41,12.4,3,1.7,0.5,0.354,0.3,0.815,0.2,0.019,-6.2,-0.5
38,2003,WAS,Steve Blake,Maryland,13,870,23.9,6.5,2.1,4,0.401,0.383,0.779,29.1,0.067,-1.2,4.2
39,2003,NYK,Slavko Vraneš,,1,1,3,0,0,0,0,,,0,-0.371,-26.2,0
40,2003,GSW,Derrick Zimmerman,Mississippi State,1,2,16,2,2,3.5,0.667,,,0,0.004,-10.4,-0.1
41,2003,SEA,Willie Green,Detroit Mercy,12,731,20.2,8.3,1.8,1.4,0.425,0.346,0.765,12.9,0.042,-2.7,-2.7
42,2003,ORL,Zaza Pachulia,,16,1098,20.3,6.8,5.8,1.3,0.469,0,0.751,52.7,0.114,-1.5,2.9
43,2003,MIL,Keith Bogans,Kentucky,11,671,21.6,6.3,2.7,1.3,0.394,0.353,0.716,20.4,0.068,-1.5,1.9
44,2003,HOU,Malick Badiane,,,,,,,,,,,,,,
45,2003,CHI,Matt Bonner,Florida,12,792,16.9,5.8,3,0.7,0.464,0.414,0.78,38.5,0.138,1,10.1
46,2003,DEN,Sani Bečirovič,,,,,,,,,,,,,,
47,2003,UTA,Mo Williams,Alabama,13,818,29.2,13.2,2.8,4.9,0.434,0.378,0.871,40,0.08,-0.3,10
48,2003,NOH,James Lang,,1,11,5,1,1,0.2,0.444,,0.6,0.1,0.047,-6.4,-0.1
49,2003,IND,James Jones,Miami (FL),14,709,15.7,5.2,1.8,0.5,0.401,0.401,0.84,25.2,0.109,-0.1,5.4
50,2003,PHI,Paccelis Morlende,,,,,,,,,,,,,,
51,2003,NJN,Kyle Korver,Creighton,17,1232,25.3,9.7,3,1.7,0.442,0.429,0.877,73.4,0.113,0.6,20.7
52,2003,TOR,Remon Van de Hare,,,,,,,,,,,,,,
53,2003,CHI,Tommy Smith,Arizona State,,,,,,,,,,,,,
54,2003,POR,Nedžad Sinanović,,,,,,,,,,,,,,
55,2003,MIN,Rick Rickert,Minnesota,,,,,,,,,,,,,
56,2003,BOS,Brandon Hunter,Ohio University,2,67,9.4,3.3,2.8,0.3,0.476,0,0.488,0.7,0.055,-3.7,-0.3
57,2003,DAL,Xue Yuyang,,,,,,,,,,,,,,
58,2003,DET,Andreas Glyniadakis,,1,13,6.2,1.3,0.6,0.1,0.471,,0.5,-0.2,-0.143,-14,-0.2
1,2004,ORL,Dwight Howard,,16,1113,33.5,16.7,12.3,1.4,0.586,0.132,0.565,134.2,0.173,2.1,38.4
2,2004,CHA,Emeka Okafor,UConn,10,616,30.9,12,9.7,0.8,0.512,0,0.586,45.3,0.114,-0.6,6.8
3,2004,CHI,Ben Gordon,UConn,11,744,27.4,14.9,2.5,2.5,0.432,0.401,0.857,33.3,0.078,-0.3,8.7
4,2004,LAC,Shaun Livingston,,14,833,20.6,6.3,2.4,3,0.486,0.178,0.794,29.9,0.084,-1,4.3
5,2004,WAS,Devin Harris,Wisconsin,15,985,24.3,10.8,2.2,3.9,0.432,0.325,0.796,54.9,0.11,0.6,15.5
6,2004,ATL,Josh Childress,Stanford,8,391,26.7,9.1,4.7,1.6,0.522,0.329,0.779,25.7,0.118,0.8,7.4
7,2004,PHO,Luol Deng,Duke,15,902,34.3,14.8,6.1,2.3,0.456,0.332,0.769,74,0.115,0.9,22.9
8,2004,TOR,Rafael Araújo,BYU,3,139,11.4,2.8,2.8,0.3,0.405,0.25,0.679,-0.4,-0.013,-7.2,-2.1
9,2004,PHI,Andre Iguodala,Arizona,16,1129,33.2,12,5.1,4.3,0.465,0.333,0.709,97,0.124,2.2,40.1
10,2004,CLE,Luke Jackson,Oregon,4,73,9.9,3.5,1.2,0.8,0.357,0.36,0.732,0.2,0.01,-3.7,-0.3
11,2004,GSW,Andris Biedriņš,,10,516,21.6,6.3,7,0.9,0.594,0,0.5,30.7,0.132,-0.4,4.6
12,2004,SEA,Robert Swift,,4,97,15.5,4.3,3.9,0.2,0.506,,0.61,1.7,0.054,-3.8,-0.7
13,2004,POR,Sebastian Telfair,,10,564,21.5,7.4,1.6,3.5,0.39,0.319,0.777,5,0.02,-3.4,-4.2
14,2004,UTA,Kris Humphries,Minnesota,13,800,17.8,6.7,5.4,0.7,0.463,0.293,0.7,30.3,0.102,-1.7,1.2
15,2004,BOS,Al Jefferson,,14,915,28.7,15.7,8.4,1.5,0.499,0.121,0.711,71,0.13,1.2,21.3
16,2004,UTA,Kirk Snyder,Nevada,4,211,16.8,6.3,2.3,1.1,0.438,0.327,0.699,4.5,0.061,-1.2,0.7
17,2004,ATL,Josh Smith,,13,894,32.4,14.5,7.4,3.1,0.452,0.285,0.632,51,0.084,1.7,27.2
18,2004,NOH,J.R. Smith,,16,977,26.9,12.4,3.1,2.1,0.419,0.373,0.733,46.3,0.084,0.2,14.7
19,2004,MIA,Dorell Wright,,11,549,22.4,8.4,3.8,1.5,0.424,0.365,0.806,25.9,0.101,0.9,9.1
20,2004,DEN,Jameer Nelson,Saint Joseph's,14,878,27.9,11.3,3,5.1,0.436,0.368,0.81,48.3,0.094,-0.1,11.6
21,2004,UTA,Pavel Podkolzin,,2,6,4.7,0.7,1.5,0,0,,0.5,-0.1,-0.163,-15,-0.1
22,2004,NJN,Viktor Khryapa,,4,143,16.4,4.5,3.4,1,0.443,0.292,0.658,2,0.041,-3.5,-0.9
23,2004,POR,Sergei Monia,,1,26,13.2,3,2,0.7,0.333,0.265,0.714,-0.2,-0.025,-5.3,-0.3
24,2004,BOS,Delonte West,Saint Joseph's,8,432,27.4,9.7,2.9,3.6,0.448,0.372,0.826,24.5,0.099,0.9,8.7
25,2004,BOS,Tony Allen,Oklahoma State,14,820,22,8.1,3.5,1.3,0.475,0.282,0.709,38.7,0.103,0.3,10.4
26,2004,SAC,Kevin Martin,Western Carolina University,12,714,30.2,17.4,3.2,1.9,0.437,0.384,0.87,61.3,0.137,1,16.1
27,2004,LAL,Sasha Vujačić,,10,581,15.3,5.3,1.9,1.3,0.39,0.367,0.858,16,0.086,-1,2.3
28,2004,SAS,Beno Udrih,,13,831,21.9,8.4,2.1,3.4,0.463,0.349,0.833,31.4,0.083,-0.9,4.9
29,2004,IND,David Harrison,Colorado,4,189,14.2,5,2.9,0.2,0.53,,0.525,3.2,0.057,-4.4,-1.7
30,2004,ORL,Anderson Varejão,,13,627,24,7.3,7.2,1.2,0.51,0.024,0.631,46.4,0.148,0.3,8.9
31,2004,CHI,Jackson Vroman,Iowa State,2,87,12.8,3.3,3,0.6,0.408,0,0.58,0,0.001,-5.1,-0.9
32,2004,WAS,Peter John Ramos,,1,6,3.3,1.8,0.7,0,0.5,,0.5,0,-0.108,-10,0
33,2004,LAC,Lionel Chalmers,Xavier,1,36,12,3.1,0.9,1.4,0.336,0.245,0.625,-0.2,-0.025,-5.3,-0.4
34,2004,ATL,Donta Smith,Southeastern Illinois College,2,61,9.2,2.7,1.1,0.8,0.421,0.308,0.65,0.5,0.043,-3.2,-0.2
35,2004,SEA,Andre Emmett,Texas Tech,2,14,5.2,1.4,0.6,0.1,0.462,0,0.615,0.1,0.04,-5.5,-0.1
36,2004,ORL,Antonio Burks,Memphis,2,81,9.7,2.3,0.6,1.3,0.387,0.235,0.571,0.1,0.004,-5,-0.6
37,2004,ATL,Royal Ivey,Texas,10,492,12.5,3.3,1.1,1,0.406,0.361,0.706,4.5,0.035,-3.8,-2.7
38,2004,CHI,Chris Duhon,Duke,9,606,25.6,6.5,2.3,4.4,0.393,0.363,0.784,25,0.077,-1.2,3.2
39,2004,TOR,Albert Miralles,,,,,,,,,,,,,,
40,2004,BOS,Justin Reed,Ole Miss,3,136,10.6,3.5,1.4,0.5,0.404,0,0.752,0.5,0.016,-5.9,-1.4
41,2004,SEA,David Young,NC Central,,,,,,,,,,,,,
42,2004,ATL,Viktor Sanikidze,,,,,,,,,,,,,,
43,2004,NYK,Trevor Ariza,UCLA,16,1064,29.7,10.5,4.8,2.2,0.423,0.352,0.732,62.5,0.095,0.7,21.8
44,2004,NOH,Tim Pickett,Florida State,,,,,,,,,,,,,
45,2004,CHA,Bernard Robinson,Michigan,3,128,14.9,4.5,2.5,1,0.417,0.161,0.786,2,0.049,-2.1,0
46,2004,POR,Ha Seung-Jin,,2,46,6.9,1.5,1.5,0.1,0.519,,0.5,-0.2,-0.029,-8.8,-0.5
47,2004,MIA,Pape Sow,Cal State Fullerton,3,76,11.6,2.9,2.8,0.2,0.416,,0.678,0.8,0.044,-5.7,-0.8
48,2004,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,
49,2004,MEM,Sergei Lishouk,,,,,,,,,,,,,,
50,2004,DAL,Vassilis Spanoulis,,1,31,8.8,2.7,0.7,0.9,0.319,0.172,0.81,-0.1,-0.01,-5.9,-0.3
51,2004,NJN,Christian Drejer,Florida,,,,,,,,,,,,,
52,2004,SAS,Romain Sato,Xavier,,,,,,,,,,,,,
53,2004,MIA,Matt Freije,Vanderbilt,2,42,14,3.2,2,0.6,0.293,0.224,0.714,-0.6,-0.047,-6,-0.6
54,2004,DET,Rickey Paulding,Missouri,,,,,,,,,,,,,
55,2004,HOU,Luis Flores,Manhattan College,1,16,4.8,2.2,0.2,0.7,0.483,0.5,1,0,-0.02,-4.8,0
56,2004,LAL,Marcus Douthit,Providence,,,,,,,,,,,,,
57,2004,SAS,Sergei Karaulov,,,,,,,,,,,,,,
58,2004,MIN,Blake Stepp,Gonzaga,,,,,,,,,,,,,
59,2004,IND,Rashad Wright,Georgia,,,,,,,,,,,,,
1,2005,MIL,Andrew Bogut,Utah,14,706,28.1,9.6,8.7,2.2,0.535,0.12,0.557,50.6,0.122,1.2,16
2,2005,ATL,Marvin Williams,UNC,15,1072,28.1,10.2,5.2,1.3,0.443,0.361,0.808,65.1,0.104,-0.4,12.3
3,2005,UTA,Deron Williams,Illinois,12,845,34.2,16.3,3.1,8.1,0.445,0.357,0.822,77.3,0.129,1.9,28.3
4,2005,NOH,Chris Paul,Wake Forest,15,1020,34.9,18.5,4.5,9.5,0.471,0.37,0.87,180.3,0.243,7.6,86
5,2005,CHA,Raymond Felton,UNC,14,971,29.7,11.2,3,5.2,0.412,0.329,0.79,40.2,0.067,-0.6,10.1
6,2005,POR,Martell Webster,,10,580,24,8.7,3.1,1,0.418,0.382,0.791,24.7,0.085,-0.8,4.3
7,2005,TOR,Charlie Villanueva,UConn,11,656,20.7,10.4,4.6,0.8,0.435,0.341,0.772,22.6,0.08,-0.6,4.7
8,2005,NYK,Channing Frye,Arizona,13,890,22.2,8.7,4.5,1,0.44,0.388,0.822,38.9,0.094,-0.4,8
9,2005,GSW,Ike Diogu,Arizona State,6,225,12.4,6,3.1,0.3,0.509,0.5,0.786,6.5,0.112,-3,-0.7
10,2005,LAL,Andrew Bynum,,8,418,25.6,11.5,7.7,1.2,0.556,0.111,0.69,37.4,0.168,1.4,9.1
11,2005,ORL,Fran Vázquez,,,,,,,,,,,,,,
12,2005,LAC,Yaroslav Korolev,,2,34,4.9,1.1,0.5,0.4,0.283,0.25,0.625,-0.1,-0.024,-5.2,-0.1
13,2005,CHA,Sean May,UNC,4,119,15.7,6.9,4,1,0.458,0.231,0.746,2.6,0.068,-1.7,0.2
14,2005,MIN,Rashad McCants,UNC,4,249,20.2,10,2,1.3,0.431,0.368,0.741,3.6,0.035,-1.7,0.4
15,2005,NJN,Antoine Wright,Texas A&M,6,297,19.2,5.4,2.3,1,0.412,0.304,0.674,3.1,0.026,-3.7,-2.4
16,2005,TOR,Joey Graham,Oklahoma State,6,377,16.2,5.9,2.8,0.5,0.483,0.3,0.815,7.8,0.061,-3.6,-2.4
17,2005,IND,Danny Granger,New Mexico,10,586,31.5,16.8,4.9,1.9,0.434,0.38,0.848,48.5,0.126,1.8,17.7
18,2005,BOS,Gerald Green,,12,658,19.8,9.7,2.5,0.9,0.417,0.361,0.818,18.4,0.068,-1.3,2.4
19,2005,MEM,Hakim Warrick,Syracuse,8,526,20.2,9.4,4,0.8,0.49,0.191,0.726,20.4,0.092,-1.9,0.4
20,2005,DEN,Julius Hodge,NC State,2,23,4.3,1.2,0.7,0.8,0.44,,0.5,0,0.003,-3.7,0
21,2005,PHO,Nate Robinson,Washington,11,618,22.5,11,2.3,3,0.423,0.36,0.796,27.8,0.096,0.5,8.6
22,2005,DEN,Jarrett Jack,Georgia Tech,13,867,27.8,10.8,2.9,4.6,0.44,0.343,0.855,36.8,0.073,-0.9,6.5
23,2005,SAC,Francisco García,Louisville,10,549,21.6,7.9,2.6,1.4,0.427,0.357,0.799,18.2,0.074,-0.1,5.7
24,2005,HOU,Luther Head,Illinois,6,348,22.4,8.2,2.4,2.1,0.423,0.388,0.773,14.7,0.09,0.1,4.2
25,2005,SEA,Johan Petro,,8,473,15.4,4.7,3.9,0.5,0.462,0.154,0.678,5.5,0.037,-4.6,-4.6
26,2005,DET,Jason Maxiell,Cincinnati,10,618,18.4,5.6,4.2,0.4,0.495,0,0.564,20.3,0.086,-2.5,-1.4
27,2005,POR,Linas Kleiza,Missouri,7,409,20,8.7,3.6,0.8,0.435,0.335,0.763,13.6,0.08,-2.3,-0.7
28,2005,SAS,Ian Mahinmi,,12,618,16.8,5.2,4.4,0.6,0.533,0.16,0.612,26.1,0.121,-2,0.1
29,2005,MIA,Wayne Simien,Kansas,2,51,9.9,3.3,1.9,0.2,0.469,,0.854,0.9,0.083,-4.4,-0.3
30,2005,NYK,David Lee,Florida,12,829,29.3,13.5,8.8,2.2,0.535,0.034,0.772,76,0.15,1.1,19.2
31,2005,ATL,Salim Stoudamire,Arizona,3,157,17,8,1.4,1,0.407,0.366,0.882,2.2,0.04,-2.9,-0.6
32,2005,LAC,Daniel Ewing,Duke,2,127,13.3,3.4,1.2,1.4,0.389,0.295,0.78,0.8,0.024,-3,-0.4
33,2005,NOH,Brandon Bass,LSU,12,758,21.6,8.7,4.5,0.8,0.499,0.207,0.832,42.8,0.125,-0.8,5.1
34,2005,UTA,C.J. Miles,,15,848,20.4,9.6,2.4,1.1,0.411,0.358,0.809,30.1,0.084,-0.4,6.9
35,2005,POR,Ricky Sanchez,,,,,,,,,,,,,,
36,2005,MIL,Ersan İlyasova,,12,808,23.3,10.3,5.7,1.1,0.444,0.365,0.776,48.5,0.124,-0.1,9
37,2005,LAL,Ronny Turiaf,Gonzaga,10,473,17,4.7,3.7,1.3,0.533,0,0.636,19.2,0.115,0.3,4.7
38,2005,ORL,Travis Diener,Marquette,5,179,14.9,4.8,1.4,2.4,0.388,0.353,0.847,5.6,0.102,-0.4,1.1
39,2005,LAL,Von Wafer,Florida State,6,200,12.4,5.3,1.2,0.7,0.42,0.325,0.751,3.3,0.064,-1.8,0.1
40,2005,GSW,Monta Ellis,,12,833,34.8,17.8,3.5,4.6,0.451,0.314,0.772,41.9,0.069,-0.3,12.4
41,2005,TOR,Roko Ukić,,2,85,11.6,4,0.9,1.9,0.387,0.189,0.746,-0.2,-0.007,-4.3,-0.6
42,2005,GSW,Chris Taft,Pitt,1,17,8.5,2.8,2.1,0.1,0.605,,0.167,0.5,0.155,-0.7,0
43,2005,NJN,Mile Ilić,,1,5,1.2,0,0.2,0,0,,,-0.2,-1.264,-52,-0.1
44,2005,ORL,Martynas Andriuškevičius,,1,6,1.5,0,0.7,0,0,,,0,0.155,5.2,0
45,2005,PHI,Lou Williams,,15,1001,24.9,14.5,2.3,3.5,0.42,0.349,0.84,63.5,0.123,1.8,23.6
46,2005,IND,Erazem Lorbek,,,,,,,,,,,,,,
47,2005,MIN,Bracey Wright,Indiana,2,26,12.5,5,1.5,0.8,0.405,0.324,0.794,0.5,0.068,-1.6,0
48,2005,SEA,Mickaël Gelabale,,3,145,16.2,4.6,2.3,0.8,0.47,0.316,0.815,3,0.062,-2.1,0
49,2005,WAS,Andray Blatche,,9,564,22.1,10.1,5.4,1.4,0.467,0.237,0.725,19.2,0.074,-0.8,3.8
50,2005,BOS,Ryan Gomes,Providence,8,487,27.6,10.1,4.6,1.5,0.445,0.349,0.799,19.4,0.069,-1.6,1.4
51,2005,UTA,Robert Whaley,Walsh University,1,23,9.2,2.1,1.9,0.7,0.404,,0.5,0,0.004,-5.1,-0.2
52,2005,DEN,Axel Hervelle,,,,,,,,,,,,,,
53,2005,BOS,Orien Greene,LA-Lafayette,4,131,11.9,2.5,1.5,1.2,0.387,0.212,0.642,-0.7,-0.022,-4.6,-1
54,2005,NYK,Dijon Thompson,UCLA,2,16,5.8,2.8,1.2,0.2,0.425,0.308,0.875,0.2,0.102,-0.5,0
55,2005,SEA,Lawrence Roberts,Mississippi State,2,87,13.2,3.8,3.6,0.4,0.452,0,0.688,2.5,0.106,-1.9,0
56,2005,DET,Amir Johnson,,14,870,21.1,7,5.4,1.2,0.57,0.332,0.673,55.3,0.145,0.3,10.6
